Handle,Title,Body (HTML),Vendor,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Standard Product Type,Custom Product Type
worlds-smallest-kerplunk-game,World's Smallest Kerplunk Game,,License 2 Play,,FALSE,Title,Default ,,,,,T1625629755,0,shopify ,8,deny,manual,6,,TRUE,TRUE,810010990860,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
worlds-smallest-magic-8-ball,World's Smallest Magic 8 Ball,,License 2 Play,,FALSE,Title,Default ,,,,,T1625630191,0,shopify ,4,deny,manual,6,,TRUE,TRUE,859421005725,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
worlds-smallest-magic-the-gathering-duel-decks-s2,World's Smallest Magic the Gathering Duel Decks s2,,License 2 Play,,FALSE,Title,Default ,,,,,C1625631415,0,shopify ,7,deny,manual,7,,TRUE,TRUE,810010990952,,,,,,,,,,,,,,,,,,,,,,,3,active,,
worlds-smallest-monopoly,World's Smallest Monopoly,,License 2 Play,,FALSE,Title,Default ,,,,,T1625631678,0,shopify ,0,deny,manual,8,,TRUE,TRUE,810010991225,,,,,,,,,,,,,,,,,,,,,,,3.5,active,,
worlds-smallest-uno,World's Smallest Uno,,License 2 Play,,FALSE,Title,Default ,,,,,T1625628531,0,shopify ,0,deny,manual,6,,TRUE,TRUE,854941007631,,,,,,,,,,,,,,,,,,,,,,,2.5,active,,
charizard-4-pocket-portfolio,Charizard 4-Pocket Portfolio,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,15314,0,shopify ,0,deny,manual,10,,TRUE,TRUE,74427153144,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
death-dealer-iii-standard-size-deck-protectors-by-frank-frazetta-100ct,Death Dealer III Standard Size Deck Protectors by Frank Frazetta 100ct,,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,10,,TRUE,TRUE,74427153410,,,,,,,,,,,,,,,,,,,,,,,5.76,active,,
deck-guards-deck-sleeve-elite-matte-red-80ct,Deck Guards: Deck Sleeve - Elite Matte Red (80Ct),,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,BCWDGEMRED,0,shopify ,0,deny,manual,10,,TRUE,TRUE,5706569110376,,,,,,,,,,,,,,,,,,,,,,,5,active,,
dragon-shield-deck-shell-black,Dragon Shield: Deck Shell Black,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,FFGDSH402,0,shopify ,0,deny,manual,3,,TRUE,TRUE,5706569204020,,,,,,,,,,,,,,,,,,,,,,,1.49,active,,
dragon-shield-deck-shell-blue,Dragon Shield: Deck Shell Blue,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,FFGDSH403,0,shopify ,0,deny,manual,3,,TRUE,TRUE,5706569204044,,,,,,,,,,,,,,,,,,,,,,,1.49,active,,
dragon-shield-deck-shell-green,Dragon Shield: Deck Shell Green,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,FFGDSH404,0,shopify ,0,deny,manual,3,,TRUE,TRUE,5706569204075,,,,,,,,,,,,,,,,,,,,,,,1.49,active,,
dragon-shield-deck-shell-red,Dragon Shield: Deck Shell Red,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,FFGDSH407,0,shopify ,0,deny,manual,3,,TRUE,TRUE,5706569204075,,,,,,,,,,,,,,,,,,,,,,,1.49,active,,
forest-green-deck-box,Forest Green Deck Box,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,85294,0,shopify ,0,deny,manual,2,,TRUE,TRUE,74427852993,,,,,,,,,,,,,,,,,,,,,,,0.99,active,,
mewtwo-4-pocket-portfolio,Mewtwo 4-Pocket Portfolio,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,15397,0,shopify ,-1,deny,manual,10,,TRUE,TRUE,74427155407,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
mewtwo-9-pocket-portfolio,Mewtwo 9-pocket Portfolio,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,15398,0,shopify ,0,deny,manual,13,,TRUE,TRUE,74427153984,,,,,,,,,,,,,,,,,,,,,,,5.76,active,,
pacific-blue-deck-box,Pacific Blue Deck Box,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,85299,0,shopify ,0,deny,manual,2,,TRUE,TRUE,74427853983,,,,,,,,,,,,,,,,,,,,,,,0.99,active,,
pikachu-2019-9-pocket-portfolio,Pikachu 2019 9-pocket Portfolio,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,15105-p,0,shopify ,0,deny,manual,13,,TRUE,TRUE,74427151058,,,,,,,,,,,,,,,,,,,,,,,5.76,active,,
pokemon-ccg-pikachu-2019-full-view-deck-box,Pokemon CCG: Pikachu 2019 Full View Deck Box,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,S1628307485,0,shopify ,0,deny,manual,3,,TRUE,TRUE,74427151027,,,,,,,,,,,,,,,,,,,,,,,1.65,active,,
pokemon-playmat-mega-mewtwo-x-and-y,Pokemon Playmat Mega Mewtwo X and Y,,Magazine Exchange,playmat,FALSE,Title,Default ,,,,,magx 76014       ,0,shopify ,2,deny,manual,22,,TRUE,TRUE,820650760143,,,,,,,,,,,,,,,,,,,,,,,13.19,active,,
pokemon-playmat-shiny-mega-gyrados,Pokemon Playmat Shiny Mega Gyrados,,Magazine Exchange,playmat,FALSE,Title,Default ,,,,,magx 76013 ,0,shopify ,2,deny,manual,22,,TRUE,TRUE,820650760136,,,,,,,,,,,,,,,,,,,,,,,13.19,active,,
pokemon-playmat-shiny-mega-rayquaza,Pokemon Playmat Shiny Mega Rayquaza,,Magazine Exchange,playmat,FALSE,Title,Default ,,,,,magx 76007,0,shopify ,1,deny,manual,22,,TRUE,TRUE,820650760075,,,,,,,,,,,,,,,,,,,,,,,13.19,active,,
pro-binder-4pkt-suede-jet,Pro Binder 4pkt Suede Jet,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,20,,TRUE,TRUE,74427154264,,,,,,,,,,,,,,,,,,,,,,,10.99,active,,
pro-binder-4pkt-suede-sapphire,Pro Binder 4pkt Suede Sapphire,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,20,,TRUE,TRUE,74427154264,,,,,,,,,,,,,,,,,,,,,,,10.99,active,,
pro-binder-deck-builders-playset-suede-emerald,Pro-Binder: Deck Builder`s Playset Suede - Emerald,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,30,,TRUE,TRUE,889698529242,,,,,,,,,,,,,,,,,,,,,,,18.14,active,,
shadows-over-innistrad-merciless-resolve-full-view-deck-box-for-magic,Shadows over Innistrad Merciless Resolve Full-View Deck Box for Magic,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,ULP86344,0,shopify ,0,deny,manual,3,,TRUE,TRUE,4056133009683,,,,,,,,,,,,,,,,,,,,,,,1.65,active,,
squirtle-4-pocket-portfolio,Squirtle 4-pocket Portfolio,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,15390,0,shopify ,1,deny,manual,10,,TRUE,TRUE,74427153908,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
suede-collection-deck-builders-playset-pro-binder-amethyst,Suede Collection Deck Builder's Playset PRO-Binder - Amethyst,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,30,,TRUE,TRUE,74427154820,,,,,,,,,,,,,,,,,,,,,,,18.14,active,,
ultimate-guard-deck-case-80-boulder-poppy-topaz,Ultimate Guard - Deck Case 80+ Boulder - Poppy Topaz,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,UGD010845,0,shopify ,0,deny,manual,8,,TRUE,TRUE,5706569204037,,,,,,,,,,,,,,,,,,,,,,,4,active,,
ultra-pro-dungeons-and-dragons-beholder-standard-sized-deck-protector-sleeves-50ct,Ultra Pro - Dungeons and Dragons - Beholder Standard Sized Deck Protector Sleeves - 50ct,,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,86517,0,shopify ,1,deny,manual,6,,TRUE,TRUE,74427865177,,,,,,,,,,,,,,,,,,,,,,,3.29,active,,
ultra-pro-pro-matte-eclipse-deck-protector-100-count-pack-lemon-yellow,Ultra Pro - Pro Matte Eclipse: Deck Protector 100 Count Pack - Lemon Yellow,,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,UP85608,0,shopify ,0,deny,manual,10,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,5,active,,
ultra-pro-the-legend-of-zelda-standard-sized-deck-protector-dangerous-65-ct,Ultra Pro - The Legend Of Zelda: Standard Sized Deck Protector - Dangerous (65 Ct),,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,UP85443,0,shopify ,0,deny,manual,7,,TRUE,TRUE,74427854430,,,,,,,,,,,,,,,,,,,,,,,3.29,active,,
ultra-pro-aqua-deck-box,Ultra Pro Aqua Deck Box,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,84228,0,shopify ,0,deny,manual,2,,TRUE,TRUE,74427852948,,,,,,,,,,,,,,,,,,,,,,,0.99,active,,
ultra-pro-deck-box-pokemon-snorlax,Ultra Pro Deck Box: Pokemon - Snorlax,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,UP85526,0,shopify ,0,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.67,active,,
ultra-pro-pokemon-deck-box-ultra-ball,Ultra Pro Pokemon: Deck Box - Ultra Ball,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,Up85457,0,shopify ,0,deny,manual,3,,TRUE,TRUE,74427863449,,,,,,,,,,,,,,,,,,,,,,,1.67,active,,
ultra-pro-pumpkin-orange-deck-box,Ultra Pro Pumpkin Orange Deck Box,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3,,TRUE,TRUE,4521086001539,,,,,,,,,,,,,,,,,,,,,,,0.99,active,,
ultra-pro-toploader-box,Ultra Pro Toploader Box,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3,,TRUE,TRUE,74427854577,,,,,,,,,,,,,,,,,,,,,,,1.64,active,,
ultrapro-top-loaders,UltraPro Top Loaders,,Magazine Exchange,,FALSE,Title,Default ,,,,,81222,0,shopify ,10,deny,manual,10,,TRUE,TRUE,74427812225,,,,,,,,,,,,,,,,,,,,,,,4.99,active,,
up-4-pocket-portfolio-charmander,UP 4 Pocket Portfolio Charmander,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,S1625638913,0,shopify ,0,deny,manual,10,,TRUE,TRUE,74427157111,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
up-clear-card-sleeves,UP Clear Card Sleeves,,Magazine Exchange,Ultra Pro,FALSE,Title,Default ,,,,,,0,shopify ,70,deny,manual,3,,TRUE,TRUE,74427811266,,,,,,,,,,,,,,,,,,,,,,,0.9,active,,
up-deck-box-poke-ball,UP Deck Box Poke Ball,,Magazine Exchange,deck box,FALSE,Title,Default ,,,,,T1618723608,0,shopify ,1,deny,manual,3,,TRUE,TRUE,74427851217,,,,,,,,,,,,,,,,,,,,,,,1.65,active,,
up-pokemon-4-pocket-portfolio-gallery-series-seaside,UP Pokemon 4 Pocket Portfolio Gallery Series Seaside,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,UP15724,0,shopify ,0,deny,manual,10,,TRUE,TRUE,74427157241,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
up-pokemon-4-pocket-portfolio-master-ball,UP Pokemon 4 Pocket Portfolio Master Ball,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,UP15669,0,shopify ,0,deny,manual,10,,TRUE,TRUE,74427156695,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
up-pokemon-4-pocket-portfolio-mew,UP Pokemon 4 Pocket Portfolio Mew,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,UP15749,0,shopify ,1,deny,manual,10,,TRUE,TRUE,74427157494,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
up-pokemon-4-pocket-portfolio-sword-and-shield-set-6,UP Pokemon 4 Pocket Portfolio Sword and Shield Set 6,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,UP15650,0,shopify ,1,deny,manual,10,,TRUE,TRUE,74427156503,,,,,,,,,,,,,,,,,,,,,,,4.4,active,,
up-pokemon-9-pocket-portfolio-sword-and-sheild-rebel-clash,UP Pokemon 9 Pocket Portfolio Sword and Sheild Rebel Clash,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,UP15227,0,shopify ,0,deny,manual,15,,TRUE,TRUE,74427152277,,,,,,,,,,,,,,,,,,,,,,,5.76,active,,
up-pokemon-9-pocket-portfolio-sword-and-shield-set-6,UP Pokemon 9 Pocket Portfolio Sword and Shield Set 6,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,UP15651,0,shopify ,0,deny,manual,15,,TRUE,TRUE,74427156510,,,,,,,,,,,,,,,,,,,,,,,6.59,active,,
up-pokemon-pro-binder-pikachu-2019,UP Pokemon Pro Binder-Pikachu 2019,,Magazine Exchange,portfolio,FALSE,Title,Default ,,,,,UP15107,0,shopify ,0,deny,manual,25,,TRUE,TRUE,74427151072,,,,,,,,,,,,,,,,,,,,,,,13.74,active,,
up-sleeves-flat-blue,UP Sleeves Flat Blue,,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.25,,TRUE,TRUE,74427826703,,,,,,,,,,,,,,,,,,,,,,,1.66,active,,
up-sleeves-flat-green,UP Sleeves Flat Green,,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,UPR82671,0,shopify ,0,deny,manual,4,,TRUE,TRUE,74427826710,,,,,,,,,,,,,,,,,,,,,,,1.66,active,,
up-sleeves-flat-red,UP Sleeves Flat Red,,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,UPR82672,0,shopify ,1,deny,manual,3.25,,TRUE,TRUE,74427826727,,,,,,,,,,,,,,,,,,,,,,,1.66,active,,
up-sleeves-mtg-zendikar-rising-v5,UP Sleeves MTG Zendikar Rising V5,,Magazine Exchange,sleeve,FALSE,Title,Default ,,,,,,0,shopify ,3,deny,manual,12,,TRUE,TRUE,74427184629,,,,,,,,,,,,,,,,,,,,,,,6.31,active,,
charizard-playmat,Charizard Playmat,,Magazine Exchange,playmat,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,74427154240,,,,,,,,,,,,,,,,,,,,,,,11.54,active,,
mtg-d30-spin-down-33mm-mana-colors,MTG D30 Spin Down 33mm Mana Colors,,Magazine Exchange,"dice, mtg, d30",FALSE,Title,Default ,,,,,C1617437055,0,shopify ,9,deny,manual,3.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,1.17,active,,
galarian-rapidash-v-box,Galarian Rapidash V Box,,Magazine Exchange,,FALSE,Title,Default ,,,,,C1621179530,0,shopify ,0,deny,manual,30,,TRUE,TRUE,820650808739,,,,,,,,,,,,,,,,,,,,,,,12.99,active,,
mtg-ravnica-allegiance-themed-booster,MTG Ravnica Allegiance Themed Booster,,Magazine Exchange,,FALSE,Title,Default ,,,,,C1633156779,0,shopify ,10,deny,manual,10,,TRUE,TRUE,630509756513,,,,,,,,,,,,,,,,,,,,,,,4.04,active,,
pokemon-battle-academy,Pokemon Battle Academy,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,30,,TRUE,TRUE,820650807893,,,,,,,,,,,,,,,,,,,,,,,12.8,active,,
pokemon-battle-deck-venusaur-v-and-blastoise-v,Pokemon Battle Deck: Venusaur V and Blastoise V,,Magazine Exchange,,FALSE,Title,Default ,,,,,ME 290-82839,0,shopify ,0,deny,manual,15,,TRUE,TRUE,820650808395,,,,,,,,,,,,,,,,,,,,,,,9,active,,
pokemon-sinnoh-first-partner-pack,Pokemon Sinnoh First Partner Pack,,Magazine Exchange,,FALSE,Title,Default ,,,,,C1628307093,0,shopify ,0,deny,manual,15,,TRUE,TRUE,820650809651,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
pokemon-sword-and-shield-1-3-pack-blister,Pokemon Sword and Shield #1 3-Pack Blister,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14.99,,TRUE,TRUE,9918995013006,,,,,,,,,,,,,,,,,,,,,,,8.33,active,,
pokemon-unova-first-partner-pack,Pokemon Unova First Partner Pack,,Magazine Exchange,,FALSE,Title,Default ,,,,,C1625638652,0,shopify ,1,deny,manual,15,,TRUE,TRUE,820650809644,,,,,,,,,,,,,,,,,,,,,,,7.5,active,,
pokemon-vivid-voltage-booster-pack,Pokemon Vivid Voltage Booster Pack,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,5,,TRUE,TRUE,820650807497,,,,,,,,,,,,,,,,,,,,,,,3.05,active,,
pokemon-sun-moon-crimson-invasion-4-booster,Pokemon: Sun & Moon: Crimson Invasion #4 Booster,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,5,,TRUE,TRUE,820650802492,,,,,,,,,,,,,,,,,,,,,,,2.28,active,,
pokemon-sun-moon-crimson-invasion-bd-4,Pokemon: Sun & Moon: Crimson Invasion BD #4,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,184.5,,TRUE,TRUE,820650812491,,,,,,,,,,,,,,,,,,,,,,,82.08,active,,
pokemon-sword-shield-2-rebel-clash-bd,Pokemon: Sword & Shield 2: Rebel Clash BD,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,156,,TRUE,TRUE,630509874200,,,,,,,,,,,,,,,,,,,,,,,88,active,,
pokemon-sword-shield-darkness-ablaze-bd,Pokemon: Sword & Shield: Darkness Ablaze BD,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,156,,TRUE,TRUE,820650807121,,,,,,,,,,,,,,,,,,,,,,,82.08,active,,
pokemon-sword-shield-vivid-voltage-bd,Pokemon: Sword & Shield: Vivid Voltage BD,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,156,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,82.08,active,,
sword-shield-base-set-booster-pack,Sword & Shield - Base Set Booster Pack,,Magazine Exchange,,FALSE,Title,Default ,,,,,PKU80651,0,shopify ,0,deny,manual,3.99,,TRUE,TRUE,820650806810,,,,,,,,,,,,,,,,,,,,,,,2.28,active,,
sword-shield-darkness-ablaze-booster-pack,Sword & Shield - Darkness Ablaze Booster Pack,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.99,,TRUE,TRUE,74427153137,,,,,,,,,,,,,,,,,,,,,,,2.28,active,,
sword-shield-rebel-clash-booster-pack,Sword & Shield - Rebel Clash Booster Pack,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.99,,TRUE,TRUE,74427826680,,,,,,,,,,,,,,,,,,,,,,,2.44,active,,
ygo-mechanized-madness-structure-deck,YGO: Mechanized Madness Structure Deck,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,5,deny,manual,10,,TRUE,TRUE,83717848806,,,,,,,,,,,,,,,,,,,,,,,4.6,active,,
ygo-mechanized-madness-structure-deck-db,YGO: Mechanized Madness Structure Deck DB,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,108.5,,TRUE,TRUE,74427154899,,,,,,,,,,,,,,,,,,,,,,,45.95,active,,
yu-gi-oh-phantom-rage-bd-box,Yu-Gi-Oh Phantom Rage BD Box,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,0.01,,TRUE,TRUE,83717850830,,,,,,,,,,,,,,,,,,,,,,,53.95,active,,
yu-gi-oh-phantom-rage-booster,Yu-Gi-Oh Phantom Rage Booster,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,3.99,,TRUE,TRUE,5011921092253,,,,,,,,,,,,,,,,,,,,,,,2.25,active,,
dungeons-dragons-5e-starter-set,Dungeons & Dragons 5E Starter Set,,Magazine Exchange,"starter set, dnd",FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,21.75,,TRUE,TRUE,9780786965595,,,,,,,,,,,,,,,,,,,,,,,12.49,active,,
pop-figure-icons-grumpy-cat, Pop Figure Icons Grumpy Cat,,Magazine Exchange,,FALSE,Title,Default ,,,,,F1625636615,0,shopify ,1,deny,manual,14,,TRUE,TRUE,34107,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
ad-icons-pop-grimace,Ad Icons Pop Grimace,,Magazine Exchange,,FALSE,Title,Default ,,,,,T1618724388,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698457231,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
ad-icons-pop-hamburglar,Ad Icons Pop Hamburglar,,Magazine Exchange,,FALSE,Title,Default ,,,,,T1618724466,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698457248,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
ad-icons-pop-mayor-mccheese,Ad Icons Pop Mayor McCheese,,Magazine Exchange,,FALSE,Title,Default ,,,,,T1618724540,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698457255,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
ad-icons-pop-mr-peanut,Ad Icons Pop Mr Peanut,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698457224,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
ad-icons-pop-ronald-mcdonald,Ad Icons Pop Ronald McDonald,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698128544,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
avatar-pop-appa,Avatar Pop Appa,,Magazine Exchange,,FALSE,Title,Default ,,,,,F1633154595,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698364683,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
avatar-pop-katara,Avatar Pop Katara,,Magazine Exchange,,FALSE,Title,Default ,,,,,F1633154429,0,shopify ,2,deny,manual,14,,TRUE,TRUE,889698364645,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
avatar-pop-toph,Avatar Pop Toph ,,Magazine Exchange,,FALSE,Title,Default ,,,,,F1633154505,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698364690,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
avatar-pop-zuko,Avatar Pop Zuko,,Magazine Exchange,,FALSE,Title,Default ,,,,,F1633154117,0,shopify ,2,deny,manual,14,,TRUE,TRUE,889698364669,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
beetlejuice-pop-barbara-transformed,Beetlejuice Pop Barbara Transformed,,Magazine Exchange,,FALSE,Title,Default ,,,,,F1633154298,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698491686,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
beetlejuice-pop-beetlejuice,Beetlejuice Pop Beetlejuice,,Magazine Exchange,,FALSE,Title,Default ,,,,,F1633154715,0,shopify ,0,deny,manual,14,,TRUE,TRUE,830395022666,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
borderlands-3-pop-lilith-the-siren,Borderlands 3 Pop Lilith the Siren,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698442084,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
bugs-bunny-pop-bugs-salsa-80th-anniversary,Bugs Bunny Pop Bugs Salsa 80th Anniversary,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,14,,TRUE,TRUE,889698491617,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
crocodile-hunter-pop-steve-irwin,Crocodile Hunter Pop Steve Irwin,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698439770,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
cyberpunk-2077-pop-johnny-silverhand,Cyberpunk 2077 Pop Johnny Silverhand,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698471619,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
dc-pop-joker-10-inch,DC Pop Joker 10 Inch,,Magazine Exchange,,FALSE,Title,Default ,,,,,T1621700643,0,shopify ,0,deny,manual,40,,TRUE,TRUE,889698478274,,,,,,,,,,,,,,,,,,,,,,,26,active,,
dc-pop-joker-1989-what,DC Pop Joker 1989 W/Hat,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698466585,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
dc-pop-joker-imperial-palace,DC Pop Joker Imperial Palace,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698481809,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
dc-pop-katana-bombshell,DC Pop Katana Bombshell,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698408769,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
dc-pop-mera-aquaman,DC Pop Mera (Aquaman),,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,1,deny,manual,14,,TRUE,TRUE,889698311786,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
dc-pop-penguin-batman-returns,DC Pop Penguin Batman Returns,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698408882,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
dc-pop-wonder-woman-gold-armor,DC Pop Wonder Woman Gold Armor,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698396981,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
disenchantment-pop-bean,Disenchantment Pop Bean,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698477086,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
disney-pop-anna-frozen-2,Disney Pop Anna Frozen 2,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698408868,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
disney-pop-anna-young-frozen-2,Disney Pop Anna Young Frozen 2,,Magazine Exchange,,FALSE,Title,Default ,,,,,,0,shopify ,0,deny,manual,14,,TRUE,TRUE,889698408899,,,,,,,,,,,,,,,,,,,,,,,6.95,active,,
